arxiv_id	year	source_group	tags	title	authors	categories	pdf_path	zotero_status
2602.04517	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	S-MUSt3R: Sliding Multi-view 3D Reconstruction	Leonid Antsfeld; Boris Chidlovskii; Yohann Cabon; Vincent Leroy; Jerome Revaud	cs.CV cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_S_MUSt3R_Sliding_Multi_view_3D_Reconstruction_2602.04517.pdf	imported
2602.04271	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	SkeletonGaussian: Editable 4D Generation through Gaussian Skeletonization	Lifan Wu; Ruijie Zhu; Yubo Ai; Tianzhu Zhang	cs.CV cs.AI cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_SkeletonGaussian_Editable_4D_Generation_through_Gaussian_Skeletonization_2602.04271.pdf	imported
2602.04108	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	SuperPoint-E: local features for 3D reconstruction via tracking adaptation in endoscopy	O. Leon Barbed; José M. M. Montiel; Pascal Fua; Ana C. Murillo	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_SuperPoint_E_local_features_for_3D_reconstruction_via_tracking_adaptation_in_endoscopy_2602.04108.pdf	imported
2602.01035	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	FUSE-Flow: Scalable Real-Time Multi-View Point Cloud Reconstruction Using Confidence	Chentian Sun	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_FUSE_Flow_Scalable_Real_Time_Multi_View_Point_Cloud_Reconstruction_Using_Confidence_2602.01035.pdf	imported
2602.01033	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	GMAC: Global Multi-View Constraint for Automatic Multi-Camera Extrinsic Calibration	Chentian Sun	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_GMAC_Global_Multi_View_Constraint_for_Automatic_Multi_Camera_Extrinsic_Calibration_2602.01033.pdf	imported
2602.05434	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	LD-SLRO: Latent Diffusion Structured Light for 3-D Reconstruction of Highly Reflective Objects	Sanghoon Jeon; Gihyun Jung; Suhyeon Ka; Jae-Sang Hyun	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_LD_SLRO_Latent_Diffusion_Structured_Light_for_3_D_Reconstruction_of_Highly_Reflective_Obje_2602.05434.pdf	imported
2602.06163	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	MetaSSP: Enhancing Semi-supervised Implicit 3D Reconstruction through Meta-adaptive EMA and SDF-aware Pseudo-label Evaluation	Luoxi Zhang; Chun Xie; Itaru Kitahara	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_MetaSSP_Enhancing_Semi_supervised_Implicit_3D_Reconstruction_through_Meta_adaptive_EMA_and_2602.06163.pdf	imported
2602.06158	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	MGP-KAD: Multimodal Geometric Priors and Kolmogorov-Arnold Decoder for Single-View 3D Reconstruction in Complex Scenes	Luoxi Zhang; Chun Xie; Itaru Kitahara	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_MGP_KAD_Multimodal_Geometric_Priors_and_Kolmogorov_Arnold_Decoder_for_Single_View_3D_Recon_2602.06158.pdf	imported
2602.05884	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Neural Implicit 3D Cardiac Shape Reconstruction from Sparse CT Angiography Slices Mimicking 2D Transthoracic Echocardiography Views	Gino E. Jansen; Carolina Brás; R. Nils Planken; Mark J. Schuuring; Berto J. Bouma; Ivana Išgum	cs.CV cs.AI cs.CE	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Neural_Implicit_3D_Cardiac_Shape_Reconstruction_from_Sparse_CT_Angiography_Slices_Mimickin_2602.05884.pdf	imported
2602.05423	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	NeVStereo: A NeRF-Driven NVS-Stereo Architecture for High-Fidelity 3D Tasks	Pengcheng Chen; Yue Hu; Wenhao Li; Nicole M Gunderson; Andrew Feng; Zhenglong Sun; Peter Beerel; Eric J Seibel	cs.CV cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_NeVStereo_A_NeRF_Driven_NVS_Stereo_Architecture_for_High_Fidelity_3D_Tasks_2602.05423.pdf	imported
2602.05822	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	NVS-HO: A Benchmark for Novel View Synthesis of Handheld Objects	Musawar Ali; Manuel Carranza-García; Nicola Fioraio; Samuele Salti; Luigi Di Stefano	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_NVS_HO_A_Benchmark_for_Novel_View_Synthesis_of_Handheld_Objects_2602.05822.pdf	imported
2602.05557	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	PIRATR: Parametric Object Inference for Robotic Applications with Transformers in 3D Point Clouds	Michael Schwingshackl; Fabio F. Oberweger; Mario Niedermeyer; Huemer Johannes; Markus Murschitz	cs.CV cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_PIRATR_Parametric_Object_Inference_for_Robotic_Applications_with_Transformers_in_3D_Point_2602.05557.pdf	imported
2602.05190	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	PoseGaussian: Pose-Driven Novel View Synthesis for Robust 3D Human Reconstruction	Ju Shen; Chen Chen; Tam V. Nguyen; Vijayan K. Asari	cs.CV cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_PoseGaussian_Pose_Driven_Novel_View_Synthesis_for_Robust_3D_Human_Reconstruction_2602.05190.pdf	imported
2602.05572	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	ShapeGaussian: High-Fidelity 4D Human Reconstruction in Monocular Videos via Vision Priors	Zhenxiao Liang; Ning Zhang; Youbao Tang; Ruei-Sung Lin; Qixing Huang; Peng Chang; Jing Xiao	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_ShapeGaussian_High_Fidelity_4D_Human_Reconstruction_in_Monocular_Videos_via_Vision_Priors_2602.05572.pdf	imported
2602.02989	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction,Codex:4D-Reconstruction	SharpTimeGS: Sharp and Stable Dynamic Gaussian Splatting via Lifespan Modulation	Zhanfeng Liao; Jiajun Zhang; Hanzhang Tu; Zhixi Wang; Yunqi Gao; Hongwen Zhang; Yebin Liu	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_SharpTimeGS_Sharp_and_Stable_Dynamic_Gaussian_Splatting_via_Lifespan_Modulation_2602.02989.pdf	imported
2602.04439	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	TrajVG: 3D Trajectory-Coupled Visual Geometry Learning	Xingyu Miao; Weiguang Zhao; Tao Lu; Linning Xu; Mulin Yu; Yang Long; Jiangmiao Pang; Junting Dong	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_TrajVG_3D_Trajectory_Coupled_Visual_Geometry_Learning_2602.04439.pdf	imported
2602.05508	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	VGGT-Motion: Motion-Aware Calibration-Free Monocular SLAM for Long-Range Consistency	Zhuang Xiong; Chen Zhang; Qingshan Xu; Wenbing Tao	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_VGGT_Motion_Motion_Aware_Calibration_Free_Monocular_SLAM_for_Long_Range_Consistency_2602.05508.pdf	imported
2602.06949	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	DreamDojo: A Generalist Robot World Model from Large-Scale Human Videos	"Shenyuan Gao; William Liang; Kaiyuan Zheng; Ayaan Malik; Seonghyeon Ye; Sihyun Yu; Wei-Cheng Tseng; Yuzhu Dong; Kaichun Mo; Chen-Hsuan Lin; Qianli Ma; Seungjun Nah; Loic Magne; Jiannan Xiang; Yuqi Xie; Ruijie Zheng; Dantong Niu; You Liang Tan; K. R. Zentner; George Kurian; Suneel Indupuru; Pooya Jannaty; Jinwei Gu; Jun Zhang; Jitendra Malik; Pieter Abbeel; Ming-Yu Liu; Yuke Zhu; Joel Jang; Linxi ""Jim"" Fan"	cs.RO cs.AI cs.CV cs.LG	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_DreamDojo_A_Generalist_Robot_World_Model_from_Large_Scale_Human_Videos_2602.06949.pdf	imported
2602.06521	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	DriveWorld-VLA: Unified Latent-Space World Modeling with Vision-Language-Action for Autonomous Driving	Feiyang jia; Lin Liu; Ziying Song; Caiyan Jia; Hangjun Ye; Xiaoshuai Hao; Long Chen	cs.CV cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_DriveWorld_VLA_Unified_Latent_Space_World_Modeling_with_Vision_Language_Action_for_Autonom_2602.06521.pdf	imported
2602.06478	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Efficient-LVSM: Faster, Cheaper, and Better Large View Synthesis Model via Decoupled Co-Refinement Attention	Xiaosong Jia; Yihang Sun; Junqi You; Songbur Wong; Zichen Zou; Junchi Yan; Zuxuan Wu; Yu-Gang Jiang	cs.CV cs.AI	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Efficient_LVSM_Faster_Cheaper_and_Better_Large_View_Synthesis_Model_via_Decoupled_Co_Refin_2602.06478.pdf	imported
2602.06830	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	GaussianPOP: Principled Simplification Framework for Compact 3D Gaussian Splatting via Error Quantification	Soonbin Lee; Yeong-Gyu Kim; Simon Sasse; Tomas M. Borges; Yago Sanchez; Eun-Seok Ryu; Thomas Schierl; Cornelius Hellge	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_GaussianPOP_Principled_Simplification_Framework_for_Compact_3D_Gaussian_Splatting_via_Erro_2602.06830.pdf	imported
2602.06488	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Rebenchmarking Unsupervised Monocular 3D Occupancy Prediction	Zizhan Guo; Yi Feng; Mengtan Zhang; Haoran Zhang; Wei Ye; Rui Fan	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Rebenchmarking_Unsupervised_Monocular_3D_Occupancy_Prediction_2602.06488.pdf	imported
2601.08414	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	SPARK: Scalable Real-Time Point Cloud Aggregation with Multi-View Self-Calibration	Chentian Sun	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_SPARK_Scalable_Real_Time_Point_Cloud_Aggregation_with_Multi_View_Self_Calibration_2601.08414.pdf	imported
2602.06508	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	World-VLA-Loop: Closed-Loop Learning of Video World Model and VLA Policy	Xiaokang Liu; Zechen Bai; Hai Ci; Kevin Yuchen Ma; Mike Zheng Shou	cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_World_VLA_Loop_Closed_Loop_Learning_of_Video_World_Model_and_VLA_Policy_2602.06508.pdf	imported
2602.07444	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Perspective-aware fusion of incomplete depth maps and surface normals for accurate 3D reconstruction	Ondrej Hlinka; Georg Kaniak; Christian Kapeller	cs.CV eess.SP	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Perspective_aware_fusion_of_incomplete_depth_maps_and_surface_normals_for_accurate_3D_reco_2602.07444.pdf	imported
2602.07938	2026	2026-arxiv	Codex:3D4D-Reconstruction,Codex:4D-Reconstruction	Integrating Specialized and Generic Agent Motion Prediction with Dynamic Occupancy Grid Maps	Rabbia Asghar; Lukas Rummelhard; Wenqian Liu; Anne Spalanzani; Christian Laugier	cs.CV cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Integrating_Specialized_and_Generic_Agent_Motion_Prediction_with_Dynamic_Occupancy_Grid_Ma_2602.07938.pdf	imported
2602.08058	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Picasso: Holistic Scene Reconstruction with Physics-Constrained Sampling	Xihang Yu; Rajat Talak; Lorenzo Shaikewitz; Luca Carlone	cs.CV cs.AI cs.RO cs.SY eess.SY	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Picasso_Holistic_Scene_Reconstruction_with_Physics_Constrained_Sampling_2602.08058.pdf	imported
2602.07860	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Recovering 3D Shapes from Ultra-Fast Motion-Blurred Images	Fei Yu; Shudan Guo; Shiqing Xin; Beibei Wang; Haisen Zhao; Wenzheng Chen	cs.CV cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Recovering_3D_Shapes_from_Ultra_Fast_Motion_Blurred_Images_2602.07860.pdf	imported
2602.07891	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Scalable Adaptation of 3D Geometric Foundation Models via Weak Supervision from Internet Video	Zihui Gao; Ke Liu; Donny Y. Chen; Duochao Shi; Guosheng Lin; Hao Chen; Chunhua Shen	cs.CV cs.AI	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Scalable_Adaptation_of_3D_Geometric_Foundation_Models_via_Weak_Supervision_from_Internet_V_2602.07891.pdf	imported
2602.08909	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Analysis of Converged 3D Gaussian Splatting Solutions: Density Effects and Prediction Limit	Zhendong Wang; Cihan Ruan; Jingchuan Xiao; Chuqing Shi; Wei Jiang; Wei Wang; Wenjie Liu; Nam Ling	cs.CV cs.LG	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Analysis_of_Converged_3D_Gaussian_Splatting_Solutions_Density_Effects_and_Prediction_Limit_2602.08909.pdf	imported
2602.08558	2026	2026-arxiv	Codex:3D4D-Reconstruction,Codex:4D-Reconstruction	FLAG-4D: Flow-Guided Local-Global Dual-Deformation Model for 4D Reconstruction	Guan Yuan Tan; Ngoc Tuan Vu; Arghya Pal; Sailaja Rajanala; Raphael Phan C. -W.; Mettu Srinivas; Chee-Ming Ting	cs.CV cs.GT	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_FLAG_4D_Flow_Guided_Local_Global_Dual_Deformation_Model_for_4D_Reconstruction_2602.08558.pdf	imported
2602.08784	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	GaussianCaR: Gaussian Splatting for Efficient Camera-Radar Fusion	Santiago Montiel-Marín; Miguel Antunes-García; Fabio Sánchez-García; Angel Llamazares; Holger Caesar; Luis M. Bergasa	cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_GaussianCaR_Gaussian_Splatting_for_Efficient_Camera_Radar_Fusion_2602.08784.pdf	imported
2602.04162	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Improving 2D Diffusion Models for 3D Medical Imaging with Inter-Slice Consistent Stochasticity	Chenhe Du; Qing Wu; Xuanyu Tian; Jingyi Yu; Hongjiang Wei; Yuyao Zhang	cs.CV cs.AI eess.IV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Improving_2D_Diffusion_Models_for_3D_Medical_Imaging_with_Inter_Slice_Consistent_Stochasti_2602.04162.pdf	imported
2602.08266	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Informative Object-centric Next Best View for Object-aware 3D Gaussian Splatting in Cluttered Scenes	Seunghoon Jeong; Eunho Lee; Jeongyun Kim; Ayoung Kim	cs.RO cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Informative_Object_centric_Next_Best_View_for_Object_aware_3D_Gaussian_Splatting_in_Clutte_2602.08266.pdf	imported
2602.13299	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	KidMesh: Computational Mesh Reconstruction for Pediatric Congenital Hydronephrosis Using Deep Neural Networks	Haoran Sun; Zhanpeng Zhu; Anguo Zhang; Bo Liu; Zhaohua Lin; Liqin Huang; Mingjing Yang; Lei Liu; Shan Lin; Wangbin Ding	cs.CV cs.AI	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_KidMesh_Computational_Mesh_Reconstruction_for_Pediatric_Congenital_Hydronephrosis_Using_De_2602.13299.pdf	imported
2602.08397	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	RealSynCol: a high-fidelity synthetic colon dataset for 3D reconstruction applications	Chiara Lena; Davide Milesi; Alessandro Casella; Luca Carlini; Joseph C. Norton; James Martin; Bruno Scaglioni; Keith L. Obstein; Roberto De Sire; Marco Spadaccini; Cesare Hassan; Pietro Valdastri; Elena De Momi	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_RealSynCol_a_high_fidelity_synthetic_colon_dataset_for_3D_reconstruction_applications_2602.08397.pdf	imported
2601.15897	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	ThermoSplat: Cross-Modal 3D Gaussian Splatting with Feature Modulation and Geometry Decoupling	Zhaoqi Su; Shihai Chen; Xinyan Lin; Liqin Huang; Zhipeng Su; Xiaoqiang Lu	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_ThermoSplat_Cross_Modal_3D_Gaussian_Splatting_with_Feature_Modulation_and_Geometry_Decoupl_2601.15897.pdf	imported
2602.08540	2026	2026-arxiv	Codex:3D4D-Reconstruction,Codex:4D-Reconstruction	TIBR4D: Tracing-Guided Iterative Boundary Refinement for Efficient 4D Gaussian Segmentation	He Wu; Xia Yan; Yanghui Xu; Liegang Xia; Jiazhou Chen	cs.CV cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_TIBR4D_Tracing_Guided_Iterative_Boundary_Refinement_for_Efficient_4D_Gaussian_Segmentation_2602.08540.pdf	imported
2602.08236	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	When and How Much to Imagine: Adaptive Test-Time Scaling with World Models for Visual Spatial Reasoning	Shoubin Yu; Yue Zhang; Zun Wang; Jaehong Yoon; Huaxiu Yao; Mingyu Ding; Mohit Bansal	cs.CV cs.AI cs.CL	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_When_and_How_Much_to_Imagine_Adaptive_Test_Time_Scaling_with_World_Models_for_Visual_Spati_2602.08236.pdf	imported
2602.10094	2026	2026-arxiv	Codex:3D4D-Reconstruction,Codex:4D-Reconstruction	4RC: 4D Reconstruction via Conditional Querying Anytime and Anywhere	Yihang Luo; Shangchen Zhou; Yushi Lan; Xingang Pan; Chen Change Loy	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_4RC_4D_Reconstruction_via_Conditional_Querying_Anytime_and_Anywhere_2602.10094.pdf	imported
2602.03213	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	ConsisDrive: Identity-Preserving Driving World Models for Video Generation by Instance Mask	Zhuoran Yang; Yanyong Zhang	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_ConsisDrive_Identity_Preserving_Driving_World_Models_for_Video_Generation_by_Instance_Mask_2602.03213.pdf	imported
2602.10278	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	ERGO: Excess-Risk-Guided Optimization for High-Fidelity Monocular 3D Gaussian Splatting	Zehua Ma; Hanhui Li; Zhenyu Xie; Xiaonan Luo; Michael Kampffmeyer; Feng Gao; Xiaodan Liang	cs.CV cs.AI	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_ERGO_Excess_Risk_Guided_Optimization_for_High_Fidelity_Monocular_3D_Gaussian_Splatting_2602.10278.pdf	imported
2602.09999	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Faster-GS: Analyzing and Improving Gaussian Splatting Optimization	Florian Hahlbohm; Linus Franke; Martin Eisemann; Marcus Magnor	cs.CV cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Faster_GS_Analyzing_and_Improving_Gaussian_Splatting_Optimization_2602.09999.pdf	imported
2602.09878	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	MVISTA-4D: View-Consistent 4D World Model with Test-Time Action Inference for Robotic Manipulation	Jiaxu Wang; Yicheng Jiang; Tianlun He; Jingkai Sun; Qiang Zhang; Junhao He; Jiahang Cao; Zesen Gan; Mingyuan Sun; Qiming Shao; Xiangyu Yue	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_MVISTA_4D_View_Consistent_4D_World_Model_with_Test_Time_Action_Inference_for_Robotic_Manip_2602.09878.pdf	imported
2602.10104	2026	2026-arxiv	Codex:3D+4D-Evolution,Codex:3D4D-Reconstruction	Olaf-World: Orienting Latent Actions for Video World Modeling	Yuxin Jiang; Yuchao Gu; Ivor W. Tsang; Mike Zheng Shou	cs.CV cs.AI cs.LG	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Olaf_World_Orienting_Latent_Actions_for_Video_World_Modeling_2602.10104.pdf	imported
2602.10101	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Robo3R: Enhancing Robotic Manipulation with Accurate Feed-Forward 3D Reconstruction	Sizhe Yang; Linning Xu; Hao Li; Juncheng Mu; Jia Zeng; Dahua Lin; Jiangmiao Pang	cs.RO	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Robo3R_Enhancing_Robotic_Manipulation_with_Accurate_Feed_Forward_3D_Reconstruction_2602.10101.pdf	imported
2602.09918	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	SARS: A Novel Face and Body Shape and Appearance Aware 3D Reconstruction System extends Morphable Models	Gulraiz Khan; Kenneth Y. Wertheim; Kevin Pimbblet; Waqas Ahmed	cs.CV cs.AI	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_SARS_A_Novel_Face_and_Body_Shape_and_Appearance_Aware_3D_Reconstruction_System_extends_Mor_2602.09918.pdf	imported
2602.09415	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Stability and Concentration in Nonlinear Inverse Problems with Block-Structured Parameters: Lipschitz Geometry, Identifiability, and an Application to Gaussian Splatting	Joe-Mei Feng; Hsin-Hsiung Kao	cs.CV cs.NA math.NA	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Stability_and_Concentration_in_Nonlinear_Inverse_Problems_with_Block_Structured_Parameters_2602.09415.pdf	imported
2602.10239	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	XSPLAIN: XAI-enabling Splat-based Prototype Learning for Attribute-aware INterpretability	Dominik Galus; Julia Farganus; Tymoteusz Zapala; Mikołaj Czachorowski; Piotr Borycki; Przemysław Spurek; Piotr Syga	cs.CV	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_XSPLAIN_XAI_enabling_Splat_based_Prototype_Learning_for_Attribute_aware_INterpretability_2602.10239.pdf	imported
2602.11433	2026	2026-arxiv	Codex:3D-Reconstruction,Codex:3D4D-Reconstruction	Filmsticking++: Rapid Film Sticking for Explicit Surface Reconstruction	Pengfei Wang; Jian Liu; Qiujie Dong; Shiqing Xin; Yuanfeng Zhou; Changhe Tu; Caiming Zhang; Wenping Wang	cs.GR	/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2026_Filmsticking_Rapid_Film_Sticking_for_Explicit_Surface_Reconstruction_2602.11433.pdf	imported
