arxiv_id,title,figure_status,image_size,method_figure
2602.10101,Robo3R: Enhancing Robotic Manipulation with Accurate Feed-Forward 3D Reconstruction,extracted_embedded_figure,900x614,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.10101_Robo3R.png
2602.09918,SARS: A Novel Face and Body Shape and Appearance Aware 3D Reconstruction System extends Morphable Models,extracted_embedded_figure,900x759,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.09918_SARS.png
2602.09415,"Stability and Concentration in Nonlinear Inverse Problems with Block-Structured Parameters: Lipschitz Geometry, Identifiability, and an Application to Gaussian Splatting",placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.09415_Block-Structured.png
2602.10239,XSPLAIN: XAI-enabling Splat-based Prototype Learning for Attribute-aware INterpretability,extracted_embedded_figure,900x361,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.10239_XSPLAIN.png
2602.11433,Filmsticking++: Rapid Film Sticking for Explicit Surface Reconstruction,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11433_Filmsticking.png
2602.10884,ResWorld: Temporal Residual World Model for End-to-End Autonomous Driving,extracted_embedded_figure,400x225,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.10884_ResWorld.png
2602.10717,"Say, Dream, and Act: Learning Video World Models for Instruction-Driven Robot Manipulation",extracted_embedded_figure,794x182,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.10717_Say_Dream_and_Act.png
2602.06032,Splat and Distill: Augmenting Teachers with Feed-Forward 3D Reconstruction For 3D-Aware Distillation,extracted_embedded_figure,900x901,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.06032_Splat_and_Distill.png
2602.07493,Thermal odometry and dense mapping using learned odometry and Gaussian splatting,extracted_embedded_figure,900x392,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.07493_paper.png
2602.10943,Towards Learning a Generalizable 3D Scene Representation from 2D Observations,extracted_embedded_figure,900x430,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.10943_paper.png
2602.12159,3DGSNav: Enhancing Vision-Language Model Reasoning for Object Navigation via Active 3D Gaussian Splatting,extracted_embedded_figure,900x554,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.12159_3DGSNav.png
2602.11757,Code2Worlds: Empowering Coding LLMs for 4D World Generation,extracted_embedded_figure,900x506,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11757_Code2Worlds.png
2602.11642,Electrostatics-Inspired Surface Reconstruction (EISR): Recovering 3D Shapes as a Superposition of Poisson's PDE Solutions,extracted_embedded_figure,900x277,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11642_Electrostatics-Inspired.png
2601.21421,From Implicit Ambiguity to Explicit Solidity: Diagnosing Interior Geometric Degradation in Neural Radiance Fields for Dense 3D Scene Understanding,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.21421_From_Implicit_Ambiguity_to_Explicit_Solidity.png
2602.11714,GSO-SLAM: Bidirectionally Coupled Gaussian Splatting and Direct Visual Odometry,extracted_embedded_figure,900x540,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11714_GSO-SLAM.png
2602.11577,LeafFit: Plant Assets Creation from 3D Gaussian Splatting,extracted_embedded_figure,900x900,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11577_LeafFit.png
2602.00148,Learning Physics-Grounded 4D Dynamics with Neural Gaussian Force Fields,extracted_embedded_figure,649x326,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.00148_Physics-Grounded.png
2602.12003,Projected Representation Conditioning for High-fidelity Novel View Synthesis,extracted_embedded_figure,900x386,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.12003_paper.png
2602.10983,Scaling World Model for Hierarchical Manipulation Policies,extracted_embedded_figure,900x630,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.10983_paper.png
2602.04053,Seeing Through Clutter: Structured 3D Scene Reconstruction via Iterative Object Removal,extracted_embedded_figure,900x933,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.04053_Seeing_Through_Clutter.png
2602.13347,Visual Foresight for Robotic Stow: A Diffusion-Based World Model from Sparse Snapshots,extracted_embedded_figure,458x458,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13347_Visual_Foresight_for_Robotic_Stow.png
2602.11882,Where Bits Matter in World Model Planning: A Paired Mixed-Bit Study for Efficient Spatial Reasoning,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11882_Where_Bits_Matter_in_World_Model_Planning.png
2602.12796,GSM-GS: Geometry-Constrained Single and Multi-view Gaussian Splatting for Surface Reconstruction,extracted_embedded_figure,900x608,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.12796_GSM-GS.png
2602.13041,Implicit-Scale 3D Reconstruction for Multi-Food Volume Estimation from Monocular Images,extracted_embedded_figure,900x594,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13041_Implicit-Scale.png
2602.13806,Gaussian Sequences with Multi-Scale Dynamics for 4D Reconstruction from Monocular Casual Videos,extracted_embedded_figure,900x704,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13806_Multi-Scale.png
2602.13909,High-fidelity 3D reconstruction for planetary exploration,extracted_embedded_figure,900x359,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13909_paper.png
2602.13801,Joint Orientation and Weight Optimization for Robust Watertight Surface Reconstruction via Dirichlet-Regularized Winding Fields,extracted_embedded_figure,900x332,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13801_Dirichlet-Regularized.png
2602.13549,Nighttime Autonomous Driving Scene Reconstruction with Physically-Based Gaussian Splatting,extracted_embedded_figure,900x279,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13549_Physically-Based.png
2602.11575,ReaDy-Go: Real-to-Sim Dynamic 3D Gaussian Splatting Simulation for Environment-Specific Visual Navigation with Moving Obstacles,extracted_embedded_figure,900x1012,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.11575_ReaDy-Go.png
2602.14311,Exploiting Structure-from-Motion for Robust Vision-Based Map Matching for Aircraft Surface Movement,extracted_embedded_figure,898x444,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.14311_from-Motion.png
2602.14021,Flow4R: Unifying 4D Reconstruction and Tracking with Scene Flow,extracted_embedded_figure,900x429,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.14021_Flow4R.png
2602.14119,GeoFusionLRM: Geometry-Aware Self-Correction for Consistent 3D Reconstruction,extracted_embedded_figure,596x597,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.14119_GeoFusionLRM.png
2602.14199,Learnable Multi-level Discrete Wavelet Transforms for 3D Gaussian Splatting Frequency Modulation,extracted_embedded_figure,900x304,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.14199_paper.png
2602.13977,WoVR: World Models as Reliable Simulators for Post-Training VLA Policies with RL,extracted_embedded_figure,900x600,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13977_WoVR.png
2602.14493,Gaussian Mesh Renderer for Lightweight Differentiable Rendering,extracted_embedded_figure,512x512,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.14493_paper.png
2602.15733,MeshMimic: Geometry-Aware Humanoid Motion Learning through 3D Scene Reconstruction,extracted_embedded_figure,900x1160,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.15733_MeshMimic.png
2602.15775,NeRFscopy: Neural Radiance Fields for in-vivo Time-Varying Tissues from Endoscopy,extracted_embedded_figure,900x292,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.15775_NeRFscopy.png
2602.15516,Semantic-Guided 3D Gaussian Splatting for Transient Object Removal,extracted_embedded_figure,900x586,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.15516_Semantic-Guided.png
2601.22615,TTSA3R: Training-Free Temporal-Spatial Adaptive Persistent State for Streaming 3D Reconstruction,extracted_embedded_figure,900x701,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.22615_TTSA3R.png
2602.16675,Learning to unfold cloth: Scaling up world models to deformable object manipulation,extracted_embedded_figure,900x225,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.16675_Learning_to_unfold_cloth.png
2602.07101,Zero-Shot UAV Navigation in Forests via Relightable 3D Gaussian Splatting,extracted_embedded_figure,900x672,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.07101_Zero-Shot.png
2602.17124,3D Scene Rendering with Multimodal Gaussian Splatting,extracted_embedded_figure,560x420,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.17124_paper.png
2602.17473,4D Monocular Surgical Reconstruction under Arbitrary Camera Motions,extracted_embedded_figure,900x604,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.17473_paper.png
2602.17117,i-PhysGaussian: Implicit Physical Simulation for 3D Gaussian Splatting,extracted_embedded_figure,900x386,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.17117_i-PhysGaussian.png
2602.17182,NRGS-SLAM: Monocular Non-Rigid SLAM for Endoscopy via Deformation-Aware 3D Gaussian Splatting,extracted_embedded_figure,900x811,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.17182_NRGS-SLAM.png
2602.15899,SceneVGGT: VGGT-based online 3D semantic SLAM for indoor scene understanding and navigation,extracted_embedded_figure,900x325,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.15899_SceneVGGT.png
2602.18314,Diff2DGS: Reliable Reconstruction of Occluded Surgical Scenes via 2D Gaussian Splatting,extracted_embedded_figure,453x391,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.18314_Diff2DGS.png
2602.18422,Generated Reality: Human-centric World Simulation using Interactive Video Generation with Hand and Camera Control,extracted_embedded_figure,900x495,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.18422_Generated_Reality.png
2602.18322,Unifying Color and Lightness Correction with View-Adaptive Curve Adjustment for Robust 3D Novel View Synthesis,extracted_embedded_figure,900x467,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.18322_View-Adaptive.png
2602.02089,UrbanGS: A Scalable and Efficient Architecture for Geometrically Accurate Large-Scene Reconstruction,extracted_embedded_figure,900x592,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.02089_UrbanGS.png
2602.07854,Geometry-Aware Rotary Position Embedding for Consistent Video World Model,extracted_embedded_figure,900x103,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.07854_Geometry-Aware.png
2602.18886,PhysConvex: Physics-Informed 3D Dynamic Convex Radiance Fields for Reconstruction and Simulation,extracted_embedded_figure,900x265,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.18886_PhysConvex.png
2602.19323,DefenseSplat: Enhancing the Robustness of 3D Gaussian Splatting via Frequency-Aware Filtering,extracted_embedded_figure,450x533,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.19323_DefenseSplat.png
2602.19916,Augmented Radiance Field: A General Framework for Enhanced Gaussian Splatting,extracted_embedded_figure,900x241,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.19916_Augmented_Radiance_Field.png
2602.19697,BayesFusion-SDF: Probabilistic Signed Distance Fusion with View Planning on CPU,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.19697_BayesFusion-SDF.png
2602.20342,Large-scale Photorealistic Outdoor 3D Scene Reconstruction from UAV Imagery Using Gaussian Splatting Techniques,extracted_embedded_figure,874x498,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.20342_UAV.png
2602.19896,Monocular Mesh Recovery and Body Measurement of Female Saanen Goats,extracted_embedded_figure,900x417,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.19896_paper.png
2602.19753,RAP: Fast Feedforward Rendering-Free Attribute-Guided Primitive Importance Score Prediction for Efficient 3D Gaussian Splatting Processing,extracted_embedded_figure,900x273,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.19753_RAP.png
2602.20079,SemanticNVS: Improving Semantic Scene Understanding in Generative Novel View Synthesis,extracted_embedded_figure,576x576,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.20079_SemanticNVS.png
2602.19735,VGGT-MPR: VGGT-Enhanced Multimodal Place Recognition in Autonomous Driving Environments,extracted_embedded_figure,900x675,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.19735_VGGT-MPR.png
2602.20933,Dropping Anchor and Spherical Harmonics for Sparse-view Gaussian Splatting,extracted_embedded_figure,900x768,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.20933_paper.png
2602.20584,Long-Term Multi-Session 3D Reconstruction Under Substantial Appearance Change,extracted_embedded_figure,900x479,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.20584_Long-Term.png
2602.20718,Monocular Endoscopic Tissue 3D Reconstruction with Multi-Level Geometry Regularization,extracted_embedded_figure,900x423,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.20718_Multi-Level.png
2602.20807,RU4D-SLAM: Reweighting Uncertainty in Gaussian Splatting SLAM for 4D Scene Reconstruction,extracted_embedded_figure,900x343,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.20807_RU4D-SLAM.png
2602.21341,Scaling View Synthesis Transformers,extracted_embedded_figure,900x665,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21341_Scaling_View_Synthesis_Transformers.png
2602.13314,Sim2Radar: Toward Bridging the Radar Sim-to-Real Gap with VLM-Guided Scene Reconstruction,extracted_embedded_figure,900x318,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.13314_Sim2Radar.png
2602.22376,AeroDGS: Physically Consistent Dynamic Gaussian Splatting for Single-Sequence Aerial 4D Reconstruction,extracted_embedded_figure,900x304,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22376_AeroDGS.png
2602.21467,Geometric Priors for Generalizable World Models via Vector Symbolic Architecture,extracted_embedded_figure,354x399,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21467_paper.png
2602.21929,Geometry-as-context: Modulating Explicit 3D in Scene-consistent Video Generation to Geometry Context,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21929_Geometry-as-context.png
2602.21535,Pseudo-View Enhancement via Confidence Fusion for Unposed Sparse-View Reconstruction,extracted_embedded_figure,817x414,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21535_Pseudo-View.png
2602.21699,SF3D-RGB: Scene Flow Estimation from Monocular Camera and Sparse LiDAR,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21699_SF3D-RGB.png
2602.22096,WeatherCity: Urban Scene Reconstruction with Controllable Multi-Weather Transformation,extracted_embedded_figure,900x600,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22096_WeatherCity.png
2602.22596,BetterScene: 3D Scene Synthesis with Representation-Aligned Generative Model,extracted_embedded_figure,900x395,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22596_BetterScene.png
2602.21101,Event-Aided Sharp Radiance Field Reconstruction for Fast-Flying Drones,extracted_embedded_figure,900x407,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21101_Event-Aided.png
2602.23058,GeoWorld: Geometric World Models,extracted_embedded_figure,900x341,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23058_GeoWorld.png
2602.22571,GIFSplat: Generative Prior-Guided Iterative Feed-Forward 3D Gaussian Splatting from Sparse Views,extracted_embedded_figure,900x964,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22571_GIFSplat.png
2602.23206,"Grasp, Slide, Roll: Comparative Analysis of Contact Modes for Tactile-Based Shape Reconstruction",extracted_embedded_figure,900x269,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23206_Grasp_Slide_Roll.png
2602.228,GSTurb: Gaussian Splatting for Atmospheric Turbulence Mitigation,extracted_embedded_figure,900x654,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22800_GSTurb.png
2602.23172,Latent Gaussian Splatting for 4D Panoptic Occupancy Tracking,extracted_embedded_figure,900x663,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23172_paper.png
2602.23259,Risk-Aware World Model Predictive Control for Generalizable End-to-End Autonomous Driving,extracted_embedded_figure,900x506,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23259_Risk-Aware.png
2602.22731,Sapling-NeRF: Geo-Localised Sapling Reconstruction in Forests for Ecological Monitoring,extracted_embedded_figure,900x1294,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22731_Sapling-NeRF.png
2602.22208,Solaris: Building a Multiplayer Video World Model in Minecraft,extracted_embedded_figure,578x578,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22208_Solaris.png
2602.22565,SwiftNDC: Fast Neural Depth Correction for High-Fidelity 3D Reconstruction,extracted_embedded_figure,900x599,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.22565_SwiftNDC.png
2602.23224,UniScale: Unified Scale-Aware 3D Reconstruction for Multi-View Understanding via Prior Injection for Robotic Perception,extracted_embedded_figure,900x389,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23224_UniScale.png
2602.23361,VGG-T$^3$: Offline Feed-Forward 3D Reconstruction at Scale,extracted_embedded_figure,900x476,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23361_VGG-T_3.png
2602.21644,DAGS-SLAM: Dynamic-Aware 3DGS SLAM via Spatiotemporal Motion Probability and Uncertainty-Aware Scheduling,extracted_embedded_figure,900x398,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.21644_DAGS-SLAM.png
2603.13284,Do Diffusion Models Dream of Electric Planes? Discrete and Continuous Simulation-Based Inference for Aircraft Design,extracted_embedded_figure,900x145,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2603.13284_Simulation-Based.png
2602.24148,HumanOrbit: 3D Human Reconstruction as 360° Orbit Generation,extracted_embedded_figure,900x900,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.24148_HumanOrbit.png
2601.10553,Inference-time Physics Alignment of Video Generative Models with Latent World Models,extracted_embedded_figure,900x306,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.10553_paper.png
2602.23926,Leveraging Geometric Prior Uncertainty and Complementary Constraints for High-Fidelity Neural Indoor Surface Reconstruction,extracted_embedded_figure,821x824,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23926_High-Fidelity.png
2602.23969,MSVBench: Towards Human-Level Evaluation of Multi-Shot Video Generation,extracted_embedded_figure,900x568,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.23969_MSVBench.png
2602.24136,"Prune Wisely, Reconstruct Sharply: Compact 3D Gaussian Splatting via Adaptive Pruning and Difference-of-Gaussian Primitives",extracted_embedded_figure,900x215,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.24136_Prune_Wisely_Reconstruct_Sharply.png
2602.2402,SR3R: Rethinking Super-Resolution 3D Reconstruction With Feed-Forward Gaussian Splatting,extracted_embedded_figure,531x540,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2602.24020_SR3R.png
